date,close,cycle_phase,cycle_confidence,transition_risk,composite_score,zigzag_structure,stc_value,zigzag_score,stc_score,trend_score,trend_price_vs_sma200_pct,trend_sma50_vs_sma200_pct,stc_direction,raw_phase,raw_transition_risk,candlestick_score,candlestick_patterns,harmonic_pattern,harmonic_score,gann_score,gann_active_cycle_days
2019-03-06,6545.35302734375,CONTRACTION,0.33,high,-0.044,EXPANDING_RANGE_VOLATILE,86.79,0.0,0.868,-1.0,-11.56,-10.89,RISING,ACCUMULATION,high,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-03-11,6568.54150390625,CONTRACTION,0.33,high,-0.006,EXPANDING_RANGE_VOLATILE,98.35,0.0,0.983,-1.0,-10.99,-11.02,RISING,ACCUMULATION,high,-1.0,DOJI,,0.0,0.0,
2019-03-14,6572.6220703125,CONTRACTION,0.33,medium,-0.125,EXPANDING_RANGE_VOLATILE,99.79,0.0,0.626,-1.0,-10.72,-11.08,RISING,ACCUMULATION,medium,-1.0,"BEARISH_ENGULFING,DOJI",,0.0,0.0,
2019-03-19,6330.44921875,CONTRACTION,1.0,low,-0.853,LOWER_HIGHS_LOWER_LOWS,44.11,-1.0,-0.559,-1.0,-13.76,-11.04,FALLING,CONTRACTION,low,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-03-25,6049.78369140625,CONTRACTION,1.0,low,-0.982,LOWER_HIGHS_LOWER_LOWS,5.51,-1.0,-0.945,-1.0,-17.27,-11.36,FALLING,CONTRACTION,low,1.0,DOJI,,0.0,0.0,
2019-03-28,6118.09521484375,CONTRACTION,1.0,low,-0.973,LOWER_HIGHS_LOWER_LOWS,0.69,-1.0,-0.92,-1.0,-16.0,-11.61,FALLING,CONTRACTION,low,-0.143,"BEARISH_ENGULFING,DOJI",,0.0,0.0,
2019-04-03,6560.1923828125,CONTRACTION,1.0,low,-0.671,LOWER_HIGHS_LOWER_LOWS,18.07,-1.0,-0.013,-1.0,-9.6,-11.6,RISING,CONTRACTION,low,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-04-08,6612.64453125,CONTRACTION,0.67,high,-0.375,LOWER_HIGHS_LOWER_LOWS,87.09,-1.0,0.871,-0.996,-8.56,-11.36,RISING,ACCUMULATION,high,-1.0,DOJI,,0.0,0.0,
2019-04-11,6666.81103515625,CONTRACTION,0.67,high,-0.311,LOWER_HIGHS_LOWER_LOWS,98.39,-1.0,0.984,-0.917,-7.51,-10.82,RISING,ACCUMULATION,high,-1.0,DOJI,,0.0,0.0,
2019-04-16,6917.8876953125,CONTRACTION,0.67,high,-0.354,LOWER_HIGHS_LOWER_LOWS,99.8,-1.0,0.623,-0.684,-3.76,-9.91,RISING,ACCUMULATION,high,-1.0,DOJI,,0.0,0.0,
2019-04-23,6537.93310546875,CONTRACTION,0.33,low,-0.228,EXPANDING_RANGE_VOLATILE,90.18,0.0,0.222,-0.906,-8.78,-9.33,FALLING,ACCUMULATION,low,-1.0,DOJI,,0.0,0.0,
2019-04-26,6346.81982421875,CONTRACTION,0.67,low,-0.629,EXPANDING_RANGE_VOLATILE,11.27,0.0,-0.887,-1.0,-11.13,-9.22,FALLING,CONTRACTION,low,0.0,,,0.0,0.0,
2019-05-03,6223.5986328125,CONTRACTION,0.67,low,-0.662,EXPANDING_RANGE_VOLATILE,1.41,0.0,-0.986,-1.0,-12.48,-9.19,FALLING,CONTRACTION,low,0.0,,,0.0,0.0,
2019-05-08,6168.087890625,CONTRACTION,0.67,low,-0.536,EXPANDING_RANGE_VOLATILE,0.18,0.0,-0.607,-1.0,-12.82,-8.92,FALLING,CONTRACTION,low,0.0,,,0.0,0.0,
2019-05-13,6069.400390625,CONTRACTION,0.67,low,-0.504,EXPANDING_RANGE_VOLATILE,0.02,0.0,-0.513,-1.0,-13.75,-8.6,FALLING,CONTRACTION,low,1.0,DOJI,,0.0,0.0,
2019-05-16,6009.94775390625,CONTRACTION,0.67,low,-0.501,EXPANDING_RANGE_VOLATILE,0.0,0.0,-0.502,-1.0,-14.11,-8.4,FALLING,CONTRACTION,low,-0.6,"BEARISH_ENGULFING,DOJI",,0.0,0.0,
