date,close,cycle_phase,cycle_confidence,transition_risk,composite_score,zigzag_structure,stc_value,zigzag_score,stc_score,trend_score,trend_price_vs_sma200_pct,trend_sma50_vs_sma200_pct,stc_direction,raw_phase,raw_transition_risk,candlestick_score,candlestick_patterns,harmonic_pattern,harmonic_score,gann_score,gann_active_cycle_days
2019-06-28,356.9364929199219,EXPANSION,1.0,low,0.381,EXPANDING_RANGE_VOLATILE,21.9,0.0,0.142,1.0,34.1,20.6,RISING,EXPANSION,low,0.0,,SHARK,0.8,-0.6,45
2019-07-03,360.262451171875,EXPANSION,1.0,low,0.634,EXPANDING_RANGE_VOLATILE,90.24,0.0,0.902,1.0,34.67,21.48,RISING,EXPANSION,low,-1.0,DOJI,SHARK,0.8,-0.6,49
2019-07-08,330.9693908691406,EXPANSION,1.0,low,0.494,EXPANDING_RANGE_VOLATILE,73.39,0.0,0.483,1.0,23.11,22.14,RISING,EXPANSION,low,-1.0,"BEARISH_ENGULFING,DOJI",,0.0,0.0,
2019-07-11,335.2163391113281,EXPANSION,0.67,high,0.042,CONTRACTING_RANGE,12.73,0.0,-0.873,1.0,24.09,22.43,FALLING,DISTRIBUTION,high,0.667,"BEARISH_ENGULFING,DOJI",,0.0,0.0,
2019-07-16,334.9881286621094,EXPANSION,0.67,high,0.005,CONTRACTING_RANGE,1.59,0.0,-0.984,1.0,23.47,22.6,FALLING,DISTRIBUTION,high,1.0,DOJI,,0.0,0.0,
2019-07-19,322.7879333496094,EXPANSION,0.67,medium,0.126,CONTRACTING_RANGE,0.2,0.0,-0.621,1.0,18.31,22.89,FALLING,DISTRIBUTION,medium,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-07-24,308.26153564453125,EXPANSION,0.67,low,-0.172,LOWER_HIGHS_LOWER_LOWS,0.02,-1.0,-0.515,1.0,12.41,22.95,FALLING,DISTRIBUTION,low,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-07-29,315.9449157714844,DISTRIBUTION,0.67,low,-0.167,LOWER_HIGHS_LOWER_LOWS,0.0,-1.0,-0.502,1.0,14.61,22.42,FALLING,DISTRIBUTION,low,0.0,,,0.0,0.0,
2019-08-01,312.97735595703125,DISTRIBUTION,0.67,medium,0.167,EXPANDING_RANGE_VOLATILE,0.0,0.0,-0.5,1.0,12.82,21.28,FALLING,DISTRIBUTION,medium,0.0,,,0.0,0.0,
2019-08-06,317.84869384765625,DISTRIBUTION,0.67,high,0.5,HIGHER_HIGHS_HIGHER_LOWS,0.0,1.0,-0.5,1.0,13.95,20.18,FALLING,DISTRIBUTION,high,1.0,BULLISH_ENGULFING,,0.0,0.0,
2019-08-09,332.1711730957031,DISTRIBUTION,1.0,low,0.917,HIGHER_HIGHS_HIGHER_LOWS,75.0,1.0,0.75,1.0,18.43,19.35,RISING,EXPANSION,low,1.0,BULLISH_ENGULFING,,0.0,0.0,
2019-08-16,324.15753173828125,DISTRIBUTION,1.0,low,0.99,HIGHER_HIGHS_HIGHER_LOWS,96.88,1.0,0.969,1.0,14.89,18.2,RISING,EXPANSION,low,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-08-21,316.79962158203125,DISTRIBUTION,1.0,low,0.573,CONTRACTING_RANGE,98.93,0.0,0.718,1.0,11.67,17.16,RISING,EXPANSION,low,0.0,,,0.0,0.0,
2019-08-26,322.89971923828125,DISTRIBUTION,0.67,low,-0.237,LOWER_HIGHS_LOWER_LOWS,28.85,-1.0,-0.711,1.0,13.33,15.99,FALLING,DISTRIBUTION,low,0.0,,BUTTERFLY,0.8,0.0,
2019-08-29,320.47613525390625,DISTRIBUTION,0.67,low,0.102,LOWER_HIGHS_LOWER_LOWS,76.25,-1.0,0.305,1.0,11.94,15.1,RISING,EXPANSION,low,1.0,DOJI,BUTTERFLY,0.8,0.0,
2019-09-04,315.7117004394531,DISTRIBUTION,1.0,low,0.653,EXPANDING_RANGE_VOLATILE,96.04,0.0,0.96,1.0,9.76,14.01,RISING,EXPANSION,low,0.0,,,0.0,0.0,
2019-09-09,333.8855895996094,DISTRIBUTION,1.0,low,0.908,HIGHER_HIGHS_HIGHER_LOWS,99.51,1.0,0.723,1.0,15.45,12.97,RISING,EXPANSION,low,0.0,,,0.0,0.0,
