date,close,cycle_phase,cycle_confidence,transition_risk,composite_score,zigzag_structure,stc_value,zigzag_score,stc_score,trend_score,trend_price_vs_sma200_pct,trend_sma50_vs_sma200_pct,stc_direction,raw_phase,raw_transition_risk,candlestick_score,candlestick_patterns,harmonic_pattern,harmonic_score,gann_score,gann_active_cycle_days
2019-03-19,381.1748962402344,DISTRIBUTION,0.67,low,0.169,LOWER_HIGHS_LOWER_LOWS,99.99,-1.0,0.507,1.0,20.34,10.06,RISING,EXPANSION,low,-1.0,DOJI,,0.0,0.0,
2019-03-25,366.9190979003906,EXPANSION,1.0,low,0.467,EXPANDING_RANGE_VOLATILE,96.66,0.0,0.401,1.0,15.29,9.77,FALLING,EXPANSION,low,-1.0,DOJI,,0.0,0.0,
2019-03-28,383.2319641113281,EXPANSION,1.0,low,0.787,HIGHER_HIGHS_HIGHER_LOWS,95.38,1.0,0.362,1.0,19.82,9.57,FALLING,EXPANSION,low,1.0,BULLISH_ENGULFING,,0.0,0.0,
2019-04-03,375.1473388671875,EXPANSION,0.67,high,0.498,HIGHER_HIGHS_HIGHER_LOWS,49.33,1.0,-0.507,1.0,16.72,9.42,FALLING,DISTRIBUTION,high,1.0,BULLISH_ENGULFING,,0.0,0.0,
2019-04-08,370.3634338378906,EXPANSION,0.67,high,0.354,HIGHER_HIGHS_HIGHER_LOWS,6.17,1.0,-0.938,1.0,14.71,9.24,FALLING,DISTRIBUTION,high,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-04-11,373.1859436035156,EXPANSION,0.67,high,0.343,HIGHER_HIGHS_HIGHER_LOWS,0.77,1.0,-0.97,1.0,15.03,9.26,FALLING,DISTRIBUTION,high,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-04-16,389.403076171875,EXPANSION,0.67,medium,0.566,HIGHER_HIGHS_HIGHER_LOWS,8.69,1.0,-0.301,1.0,19.48,9.57,RISING,DISTRIBUTION,medium,0.0,,,0.0,0.0,
2019-04-23,379.3570556640625,EXPANSION,1.0,low,0.841,HIGHER_HIGHS_HIGHER_LOWS,52.31,1.0,0.523,1.0,15.85,9.76,RISING,EXPANSION,low,-1.0,DOJI,,0.0,0.0,
2019-04-26,389.59442138671875,EXPANSION,1.0,low,0.833,HIGHER_HIGHS_HIGHER_LOWS,52.27,1.0,0.499,1.0,18.32,9.93,RISING,EXPANSION,low,-1.0,DOJI,,0.0,0.0,
2019-05-03,384.4278564453125,EXPANSION,0.67,high,0.445,HIGHER_HIGHS_HIGHER_LOWS,33.42,1.0,-0.666,1.0,16.1,10.22,FALLING,DISTRIBUTION,high,-1.0,DOJI,,0.0,0.0,
2019-05-08,365.67535400390625,EXPANSION,0.67,high,0.014,CONTRACTING_RANGE,4.18,0.0,-0.958,1.0,9.86,10.48,FALLING,DISTRIBUTION,high,0.0,,,0.0,0.0,
2019-05-13,360.0303649902344,EXPANSION,0.67,medium,0.03,CONTRACTING_RANGE,0.52,0.0,-0.819,0.91,7.65,10.54,FALLING,DISTRIBUTION,medium,1.0,DOJI,,0.0,0.0,
2019-05-16,365.9623107910156,EXPANSION,0.67,medium,0.143,CONTRACTING_RANGE,0.07,0.0,-0.54,0.968,8.88,10.47,FALLING,DISTRIBUTION,medium,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-05-21,382.8492126464844,EXPANSION,0.67,low,0.25,LOWER_HIGHS_LOWER_LOWS,75.01,-1.0,0.75,1.0,13.24,10.66,RISING,EXPANSION,low,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-05-24,413.0830078125,EXPANSION,0.67,low,0.323,LOWER_HIGHS_LOWER_LOWS,96.88,-1.0,0.969,1.0,21.45,10.8,RISING,EXPANSION,low,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-05-29,404.9983215332031,EXPANSION,0.67,low,0.246,LOWER_HIGHS_LOWER_LOWS,99.61,-1.0,0.738,1.0,18.39,11.05,RISING,EXPANSION,low,-1.0,DOJI,,0.0,0.0,
2019-06-03,404.6156311035156,EXPANSION,1.0,low,0.51,EXPANDING_RANGE_VOLATILE,99.95,0.0,0.53,1.0,17.66,11.01,RISING,EXPANSION,low,-1.0,DOJI,,0.0,0.0,
2019-06-07,398.5879821777344,EXPANSION,1.0,low,0.34,EXPANDING_RANGE_VOLATILE,83.85,0.0,0.019,1.0,15.4,10.84,FALLING,EXPANSION,low,0.0,,,0.0,0.0,
2019-06-12,399.927490234375,EXPANSION,0.67,high,0.035,EXPANDING_RANGE_VOLATILE,10.48,0.0,-0.895,1.0,15.34,10.89,FALLING,DISTRIBUTION,high,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-06-17,396.291748046875,EXPANSION,0.67,high,0.004,EXPANDING_RANGE_VOLATILE,1.31,0.0,-0.987,1.0,13.88,10.82,FALLING,DISTRIBUTION,high,-1.0,BEARISH_ENGULFING,,0.0,0.0,
2019-06-20,414.6616516113281,EXPANSION,0.67,medium,0.578,HIGHER_HIGHS_HIGHER_LOWS,11.3,1.0,-0.266,1.0,18.73,10.95,RISING,DISTRIBUTION,medium,1.0,BULLISH_ENGULFING,,0.0,0.0,
2019-06-25,414.9007873535156,EXPANSION,1.0,low,0.94,HIGHER_HIGHS_HIGHER_LOWS,82.05,1.0,0.821,1.0,18.33,11.17,RISING,EXPANSION,low,1.0,BULLISH_ENGULFING,,0.0,0.0,
2019-06-28,418.20166015625,EXPANSION,1.0,low,0.993,HIGHER_HIGHS_HIGHER_LOWS,97.76,1.0,0.978,1.0,18.79,11.47,RISING,EXPANSION,low,1.0,BULLISH_ENGULFING,,0.0,0.0,
2019-07-03,417.1014099121094,EXPANSION,1.0,low,0.885,HIGHER_HIGHS_HIGHER_LOWS,99.17,1.0,0.655,1.0,17.99,11.59,RISING,EXPANSION,low,0.0,,,0.0,0.0,
2019-07-08,407.4858703613281,EXPANSION,0.67,high,0.476,HIGHER_HIGHS_HIGHER_LOWS,42.73,1.0,-0.573,1.0,14.8,11.71,FALLING,DISTRIBUTION,high,-1.0,DOJI,,0.0,0.0,
2019-07-11,408.1078186035156,EXPANSION,0.67,high,0.351,HIGHER_HIGHS_HIGHER_LOWS,5.34,1.0,-0.947,1.0,14.5,11.66,FALLING,DISTRIBUTION,high,-1.0,"BEARISH_ENGULFING,DOJI",,0.0,0.0,
2019-07-16,406.24212646484375,EXPANSION,0.67,high,0.364,HIGHER_HIGHS_HIGHER_LOWS,0.67,1.0,-0.907,1.0,13.52,11.61,FALLING,DISTRIBUTION,high,0.2,"BEARISH_ENGULFING,DOJI",,0.0,0.0,
2019-07-19,392.5603942871094,EXPANSION,0.67,high,0.483,HIGHER_HIGHS_HIGHER_LOWS,0.08,1.0,-0.551,1.0,9.25,11.71,FALLING,DISTRIBUTION,high,-0.143,"BEARISH_ENGULFING,DOJI",,0.0,0.0,
2019-07-24,391.7931213378906,DISTRIBUTION,0.67,high,0.498,HIGHER_HIGHS_HIGHER_LOWS,0.01,1.0,-0.506,1.0,8.6,11.75,FALLING,DISTRIBUTION,high,0.667,"BEARISH_ENGULFING,HAMMER",,0.0,0.0,
2019-07-29,411.7904052734375,DISTRIBUTION,1.0,low,0.5,EXPANDING_RANGE_VOLATILE,50.0,0.0,0.5,1.0,13.64,11.83,RISING,EXPANSION,low,1.0,"DOJI,HAMMER",,0.0,0.0,
2019-08-01,399.9934387207031,DISTRIBUTION,0.67,low,0.269,LOWER_HIGHS_LOWER_LOWS,80.74,-1.0,0.807,1.0,9.89,11.63,RISING,EXPANSION,low,0.0,,,0.0,0.0,
2019-08-06,393.4715881347656,DISTRIBUTION,0.67,low,-0.276,LOWER_HIGHS_LOWER_LOWS,23.93,-1.0,-0.761,0.932,7.69,10.94,FALLING,CONTRACTION,low,1.0,BULLISH_ENGULFING,,0.0,0.0,
