ticker,company_name,sector,as_of_date,close,cycle_phase,cycle_confidence,transition_risk,pending_phase,dwell_progress,composite_score,zigzag_score,stc_score,trend_score,candlestick_score,harmonic_pattern,gann_score,pe_ratio,pe_percentile_vs_universe,pb_ratio,dividend_yield_percent,earnings_quarterly_growth_percent
HYBRIDFIN.NS,HYBRID FINANCIAL SERVICE,Financial Services,2026-09-22,16.690000534057617,CONTRACTION,0.71,low,,,-0.667,0.0,-0.855,-0.86,1.0,,0.0,19.183908,37.2,1.1105936,0.0,-21.0
HYUNDAI.NS,HYUNDAI MOTOR INDIA LTD,Consumer Cyclical,2026-09-22,2101.0,DISTRIBUTION,0.71,medium,,,-0.118,1.0,-0.5,0.028,0.0,,0.0,34.504845,64.2,8.531079,0.98,-35.099999999999994
IBULLSLTD.NS,INDIABULLS LIMITED,Real Estate,2026-09-22,29.510000228881836,DISTRIBUTION,0.58,low,EXPANSION,3/5,0.452,0.0,0.984,0.734,-0.429,,0.0,15.450262,28.8,2.2246513,0.0,
ICDSLTD.NS,ICDSLTD,Real Estate,2026-09-22,61.900001525878906,EXPANSION,0.58,low,CONTRACTION,3/5,-0.436,-1.0,-0.938,0.913,0.867,,0.0,123.8,95.2,,0.0,
ICEMAKE.NS,ICE MAKE REFRIGERAT LTD,Industrials,2026-09-22,702.0999755859375,CONTRACTION,0.58,low,ACCUMULATION,1/5,-0.118,0.0,0.5,-0.413,1.0,,0.0,92.87037,92.1,8.328588,0.32,
ICICIBANK.NS,ICICI BANK LTD.,Financial Services,2026-09-22,1339.5999755859375,DISTRIBUTION,0.36,low,CONTRACTION,2/5,-0.086,0.0,-0.506,0.126,1.0,,0.0,17.30973,33.2,2.5257504,0.89,13.900000000000002
ICICIGI.NS,ICICI LOMBARD GIC LIMITED,Financial Services,2026-09-22,1480.0,CONTRACTION,0.53,low,ACCUMULATION,3/5,-0.256,0.0,0.938,-0.963,1.0,,0.0,30.648167,58.5,4.3343163,0.93,-46.0
ICICIPRULI.NS,ICICI PRU LIFE INS CO LTD,Financial Services,2026-09-22,486.6499938964844,CONTRACTION,0.71,medium,ACCUMULATION,3/5,0.111,0.0,0.887,-0.442,-1.0,,0.0,41.844368,72.1,4.914862,0.33,28.299999999999997
ICIL.NS,INDO COUNT INDUSTRIES LTD,Consumer Cyclical,2026-09-22,448.8999938964844,EXPANSION,0.53,low,DISTRIBUTION,3/5,0.025,0.0,-0.678,0.777,0.0,,0.0,58.83355,83.3,3.774743,0.34,67.30000000000001
ICRA.NS,ICRA LIMITED,Financial Services,2026-09-22,4579.7998046875,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.561,-1.0,-0.504,-0.738,0.0,,0.0,22.595095,44.7,3.732929,1.54,32.300000000000004
IDBI.NS,IDBI BANK LIMITED,Financial Services,2026-09-22,82.87999725341797,EXPANSION,0.36,low,CONTRACTION,3/5,-0.044,0.0,-0.544,-0.266,-0.111,,0.0,9.5594,10.9,1.2614917,2.43,5.3
IDEA.NS,VODAFONE IDEA LIMITED,Communication Services,2026-09-22,14.270000457763672,EXPANSION,0.58,high,DISTRIBUTION,3/5,0.114,1.0,-0.984,-0.116,0.0,,0.0,4.088825,1.8,-4.3242426,0.0,
IDEAFORGE.NS,IDEAFORGE TECHNO LTD,Technology,2026-09-22,741.4000244140625,DISTRIBUTION,0.58,low,EXPANSION,3/5,0.187,0.0,0.75,0.405,1.0,,0.0,805.86957,99.3,5.356008,0.0,
IDFCFIRSTB.NS,IDFC FIRST BANK LIMITED,Financial Services,2026-09-22,85.37000274658203,EXPANSION,0.36,low,CONTRACTION,1/5,-0.103,0.0,-0.606,0.193,0.0,,0.0,32.96139,61.7,1.5104922,0.29,153.1
IEX.NS,INDIAN ENERGY EXC LTD,Financial Services,2026-09-22,112.9000015258789,CONTRACTION,0.53,low,DISTRIBUTION,2/5,-0.056,0.0,-0.5,0.478,1.0,,0.0,19.807018,38.4,7.4047356,3.51,11.600000000000001
IFBAGRO.NS,IFB AGRO INDUSTRIES LTD,Consumer Defensive,2026-09-22,865.7000122070312,CONTRACTION,0.53,low,,,-0.348,-1.0,-0.5,-0.437,0.0,,0.0,13.594535,22.0,1.2043818,0.0,18.5
IFBIND.NS,IFB INDUSTRIES LTD,Consumer Cyclical,2026-09-22,1213.0999755859375,EXPANSION,0.53,low,ACCUMULATION,3/5,-0.31,-1.0,-0.5,0.259,0.0,,0.0,30.633839,58.4,4.9407406,0.0,64.60000000000001
IFCI.NS,IFCI LTD,Financial Services,2026-09-22,75.94000244140625,EXPANSION,0.71,medium,DISTRIBUTION,1/5,-0.232,0.0,-0.56,0.535,0.0,,0.0,115.06061,94.5,2.2448196,0.0,-16.1
IFGLEXPOR.NS,IFGL REFRACTORIES LIMITED,Basic Materials,2026-09-22,194.64999389648438,ACCUMULATION,0.53,low,CONTRACTION,3/5,-0.433,-1.0,-0.986,0.256,0.385,,0.0,34.269367,63.5,1.1941425,1.09,57.8
IGARASHI.NS,IGARASHI MOTORS INDIA LTD,Consumer Cyclical,2026-09-22,424.0,EXPANSION,0.71,low,,,0.431,0.0,0.984,0.741,-1.0,,0.0,81.22606,89.3,2.8599565,0.31,169.6
IGCL.NS,INDOGULF CROPSCIENCES LTD,Basic Materials,2026-09-22,64.8499984741211,DISTRIBUTION,0.71,low,CONTRACTION,3/5,-0.376,-1.0,-0.5,-0.004,1.0,,0.0,10.631147,13.3,0.71277833,0.0,-37.6
IGIL.NS,INTL GEMOLOGICAL INST LTD,Basic Materials,2026-09-22,326.95001220703125,CONTRACTION,0.89,high,ACCUMULATION,3/5,-0.068,-1.0,0.875,-0.146,0.0,,0.0,27.590717,54.2,9.495528,1.58,31.0
IGL.NS,INDRAPRASTHA GAS LTD,Utilities,2026-09-22,146.67999267578125,ACCUMULATION,0.53,low,CONTRACTION,3/5,-0.399,0.0,-0.91,0.013,1.0,,0.0,16.083332,30.1,1.783582,2.02,-44.0
IGPL.NS,I G PETROCHEMICALS LTD,Basic Materials,2026-09-22,563.4000244140625,EXPANSION,0.58,high,DISTRIBUTION,3/5,0.175,1.0,-0.865,0.977,1.0,,0.0,21.236336,42.0,1.3016719,0.87,
IIFL.NS,IIFL FINANCE LIMITED,Financial Services,2026-09-22,617.5499877929688,DISTRIBUTION,0.71,low,EXPANSION,3/5,0.114,0.0,-0.5,0.226,1.0,,0.0,12.585082,18.5,1.8867723,0.66,189.3
IIFLCAPS.NS,IIFL CAPITAL SERVICES LTD,Financial Services,2026-09-22,345.04998779296875,EXPANSION,0.36,low,DISTRIBUTION,3/5,0.037,1.0,-0.168,-0.311,1.0,,0.0,19.922054,38.8,3.4996347,0.87,5.0
IITL.NS,INDUSTRIAL INV TRUST LTD,Financial Services,2026-09-22,143.39999389648438,CONTRACTION,0.39,low,,,-0.045,-1.0,-0.502,0.846,0.111,,0.0,,,0.7507342,0.0,49.0
IKIO.NS,IKIO TECHNOLOGIES LIMITED,Technology,2026-09-22,205.97999572753906,EXPANSION,0.53,low,CONTRACTION,1/5,-0.265,-1.0,-0.939,0.88,-1.0,,0.0,34.61849,64.3,2.643684,0.0,409.90000000000003
IKS.NS,INVENTURUS KNOWLEDGE SO L,Healthcare,2026-09-22,1869.199951171875,ACCUMULATION,0.71,low,EXPANSION,3/5,0.718,1.0,0.871,1.0,1.0,,0.0,41.769833,71.8,11.168672,0.0,27.800000000000004
IL&FSENGG.NS,IL&FS ENG AND CONS CO LTD,Industrials,2026-09-22,42.40999984741211,CONTRACTION,0.71,low,EXPANSION,3/5,0.678,1.0,0.711,1.0,-0.333,,0.0,52.358025,79.3,-0.17432803,0.0,37.4
IL&FSTRANS.NS,IL&FS TRANS NET LTD,Industrials,2026-09-22,1.8600000143051147,EXPANSION,0.39,low,CONTRACTION,3/5,-0.239,0.0,-0.568,-0.352,0.0,,0.0,,,-0.004117622,0.0,3.3000000000000003
IMAGICAA.NS,IMAGICAAWORLD ENT LTD,Communication Services,2026-09-22,52.400001525878906,EXPANSION,0.53,low,CONTRACTION,3/5,-0.185,-1.0,-0.685,0.947,1.0,,0.0,209.6,96.9,1.6584378,0.0,29.9
IMFA.NS,INDIAN METALS & FERRO,Basic Materials,2026-09-22,1252.800048828125,CONTRACTION,0.53,medium,ACCUMULATION,3/5,-0.436,-1.0,-0.5,-0.93,1.0,,0.0,12.892869,19.5,2.487328,1.01,108.4
IMPAL.NS,IND MOTOR PART & ACC LTD,Consumer Cyclical,2026-09-22,1075.0,EXPANSION,0.36,low,CONTRACTION,3/5,-0.317,-1.0,-0.974,0.478,1.0,,0.0,13.70649,22.7,0.58123976,3.06,6.3
IMPEXFERRO.NS,IMPEX FERRO TECH LIMITED,Basic Materials,2026-09-22,5.800000190734863,EXPANSION,0.67,low,,,0.833,1.0,0.5,1.0,-1.0,,0.0,,,-0.15442371,0.0,
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LTD,Basic Materials,2026-09-22,32.5099983215332,CONTRACTION,0.89,low,EXPANSION,3/5,0.604,1.0,0.983,0.074,-1.0,,0.0,12.849802,19.3,0.9171439,0.0,6.7
INDBANK.NS,INDBANK MERCH BANK,Financial Services,2026-09-22,25.649999618530273,CONTRACTION,0.71,low,,,-0.572,-1.0,-0.5,-0.91,0.0,,0.0,15.640244,29.2,1.1677138,0.0,11.1
INDGN.NS,INDEGENE LIMITED,Healthcare,2026-09-22,592.0999755859375,EXPANSION,0.71,medium,DISTRIBUTION,3/5,0.247,1.0,-0.474,0.967,0.0,,0.0,35.625748,65.7,4.544478,0.38,-0.2
INDHOTEL.NS,THE INDIAN HOTELS CO. LTD,Consumer Cyclical,2026-09-22,736.25,EXPANSION,0.71,low,,,0.458,0.0,0.938,0.894,1.0,,0.0,48.920265,77.5,8.029249,0.44,20.8
INDIACEM.NS,THE INDIA CEMENTS LIMITED,Basic Materials,2026-09-22,340.6499938964844,CONTRACTION,0.78,medium,ACCUMULATION,3/5,-0.639,-1.0,0.25,-0.987,0.091,,0.0,113.549995,94.4,1.0427061,0.0,
INDIAGLYCO.NS,INDIA GLYCOLS LTD,Basic Materials,2026-09-22,253.60000610351562,CONTRACTION,0.36,low,,,-0.121,0.0,-0.503,-0.98,-1.0,,0.0,6.904438,4.6,0.5795869,4.89,32.2
INDIAMART.NS,INDIAMART INTERMESH LTD,Consumer Cyclical,2026-09-22,1635.199951171875,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.664,-1.0,-0.473,-0.987,1.0,,0.0,20.00734,39.0,4.430104,1.84,12.2
INDIANB.NS,INDIAN BANK,Financial Services,2026-09-22,840.7999877929688,DISTRIBUTION,0.53,low,,,0.192,1.0,-0.501,-0.731,1.0,,0.0,8.855187,9.4,1.3497871,2.17,47.5
INDIANCARD.NS,INDIAN CARD CLOTHING CO.,Consumer Cyclical,2026-09-22,212.9499969482422,ACCUMULATION,0.53,low,DISTRIBUTION,2/5,-0.067,0.0,-0.883,0.617,-1.0,,0.0,21.125992,41.8,0.36887616,0.0,98.9
INDIANHUME.NS,INDIAN HUME PIPE CO. LTD.,Industrials,2026-09-22,367.8999938964844,DISTRIBUTION,0.36,low,CONTRACTION,3/5,-0.165,-1.0,-0.515,0.582,1.0,,0.0,13.570638,21.7,1.3057212,0.55,7.5
INDIASHLTR.NS,INDIA SHELTER FIN CORP L,Financial Services,2026-09-22,662.1500244140625,ACCUMULATION,0.53,medium,,,0.103,0.0,0.504,-0.617,1.0,,0.0,13.981208,23.7,2.2517667,1.48,19.7
INDIGO.NS,INTERGLOBE AVIATION LTD,Industrials,2026-09-22,5030.0,DISTRIBUTION,0.44,low,ACCUMULATION,1/5,-0.1,-1.0,0.5,0.2,1.0,BUTTERFLY,0.0,,,27.888823,0.19,
INDIGOPNTS.NS,INDIGO PAINTS LIMITED,Basic Materials,2026-09-22,1142.0,ACCUMULATION,0.53,low,DISTRIBUTION,3/5,0.097,0.0,-0.515,0.903,1.0,,0.0,33.8973,62.9,4.7164164,0.44,61.0
INDIQUBE.NS,INDIQUBE SPACES LIMITED,Real Estate,2026-09-22,187.9600067138672,CONTRACTION,0.67,medium,DISTRIBUTION,3/5,-0.131,0.0,-0.979,0.585,-1.0,,0.0,,,7.741032,0.0,
INDNIPPON.NS,INDIA NIPPON ELECT  LTD,Consumer Cyclical,2026-09-22,1237.0,ACCUMULATION,0.71,low,,,0.033,-1.0,0.418,0.803,0.0,,0.0,24.359985,48.7,3.4070003,1.25,16.5
INDOAMIN.NS,INDO AMINES LIMITED,Basic Materials,2026-09-22,134.8000030517578,EXPANSION,0.89,low,,,0.427,0.0,0.454,0.799,-1.0,,0.0,12.221215,17.0,2.580843,0.38,6.6000000000000005
INDOBORAX.NS,INDO BORAX & CHEMICAL LTD,Basic Materials,2026-09-22,463.54998779296875,EXPANSION,0.53,low,CONTRACTION,3/5,-0.205,-1.0,-0.533,0.713,1.0,,0.0,26.36803,51.3,3.8479097,2.16,41.9
INDOCO.NS,INDOCO REMEDIES LTD.,Healthcare,2026-09-22,254.50999450683594,EXPANSION,0.58,low,,,0.159,0.0,0.177,0.88,-0.2,,0.0,353.48608,98.4,2.2815776,0.08,
INDOFARM.NS,INDO FARM EQUIPMENT LTD,Industrials,2026-09-22,139.89999389648438,CONTRACTION,0.71,low,ACCUMULATION,1/5,-0.177,0.0,0.138,-0.45,0.0,,0.0,26.955683,52.6,1.2109513,0.0,4.1000000000000005
INDORAMA.NS,INDO RAMA SYNTHETICS LTD,Consumer Cyclical,2026-09-22,103.56999969482422,EXPANSION,0.71,low,,,0.683,1.0,0.5,0.997,0.0,,0.0,16.786062,32.0,5.2006025,0.0,20.8
INDOSTAR.NS,INDOSTAR CAPITAL FIN LTD,Financial Services,2026-09-22,231.5800018310547,EXPANSION,0.58,low,CONTRACTION,3/5,-0.439,-1.0,-0.522,0.485,1.0,,0.0,,,0.989096,0.0,-97.89999999999999
INDOTECH.NS,INDO TECH TRANSFORM LTD.,Industrials,2026-09-22,3279.0,ACCUMULATION,0.53,low,,,-0.24,-1.0,-0.5,0.54,0.0,,0.0,35.12587,65.2,9.3155,0.3,34.1
INDOTHAI.NS,INDO THAI SEC LTD,Financial Services,2026-09-22,32.380001068115234,EXPANSION,0.71,high,ACCUMULATION,3/5,-0.121,-1.0,0.507,-0.99,1.0,,0.0,5.9741697,3.6,1.463966,0.59,28.599999999999998
INDOUS.NS,INDO US BIOTECH LTD,Basic Materials,2026-09-22,78.98999786376953,CONTRACTION,0.36,low,ACCUMULATION,3/5,0.022,0.0,0.99,-0.452,0.0,,0.0,13.857895,23.3,1.7174726,0.0,-35.4
INDOWIND.NS,INDOWIND ENERGY LTD,Utilities,2026-09-22,9.0,EXPANSION,0.78,low,DISTRIBUTION,2/5,-0.204,0.0,-0.738,0.351,1.0,,0.0,,,0.47473362,0.0,-13.100000000000001
INDRAMEDCO.NS,INDRAPRASTHA MEDICAL CORP,Healthcare,2026-09-22,360.95001220703125,CONTRACTION,0.71,medium,ACCUMULATION,3/5,-0.03,-1.0,0.942,0.06,-1.0,,0.0,17.615911,34.1,4.468088,1.09,8.5
INDSWFTLAB.NS,IND SWIFT LABORATORIES LT,Healthcare,2026-09-22,405.54998779296875,DISTRIBUTION,0.53,low,,,0.015,0.0,-0.904,0.963,1.0,,0.0,60.3497,83.8,2.4465063,0.0,181.29999999999998
INDTERRAIN.NS,IND TERRAIN FASHIONS LTD,Consumer Cyclical,2026-09-22,29.200000762939453,ACCUMULATION,0.39,medium,DISTRIBUTION,3/5,-0.051,1.0,-0.591,-0.087,0.2,,0.0,365.00003,98.5,0.7938234,0.0,
INDUSINDBK.NS,INDUSIND BANK LIMITED,Financial Services,2026-09-22,955.0,ACCUMULATION,0.53,low,,,-0.312,-1.0,-0.5,0.252,1.0,,0.0,56.143444,81.9,1.1312592,0.16,71.7
INDUSTOWER.NS,INDUS TOWERS LIMITED,Communication Services,2026-09-22,382.1000061035156,EXPANSION,0.71,low,,,0.228,1.0,0.753,-0.877,0.0,,0.0,14.089232,24.8,2.4349833,3.71,0.7000000000000001
INFOBEAN.NS,INFOBEANS TECHNO. LTD.,Technology,2026-09-22,151.0500030517578,ACCUMULATION,0.89,low,CONTRACTION,3/5,-0.776,-1.0,-0.65,-0.967,1.0,,0.0,17.223488,33.0,3.5414517,0.33,-7.3
INFOMEDIA.NS,INFOMEDIA PRESS LIMITED,Financial Services,2026-09-22,5.340000152587891,EXPANSION,0.67,low,,,0.631,1.0,0.753,0.14,0.0,,0.0,,,-0.41708973,0.0,
INFY.NS,INFOSYS LIMITED,Technology,2026-09-22,1029.4000244140625,ACCUMULATION,0.53,low,CONTRACTION,3/5,-0.455,-1.0,-0.522,-0.465,-1.0,,0.0,13.212681,20.4,4.5176573,4.81,1.2
INGERRAND.NS,INGERSOLL-RAND INDIA LTD,Industrials,2026-09-22,4146.7001953125,EXPANSION,0.53,low,DISTRIBUTION,3/5,0.19,1.0,-0.515,0.286,-1.0,,0.0,49.044353,77.7,21.260223,1.78,19.5
INNOVACAP.NS,INNOVA CAPTAB LIMITED,Healthcare,2026-09-22,1226.699951171875,EXPANSION,0.53,low,,,0.394,1.0,-0.423,1.0,0.0,,0.0,45.60223,75.3,6.435485,0.33,42.3
INNOVANA.NS,INNOVANA THINKLABS LTD,Technology,2026-09-22,295.29998779296875,CONTRACTION,0.53,low,,,-0.3,0.0,0.0,-0.201,0.0,,0.0,20.987917,41.5,3.6254926,0.0,-56.599999999999994
INOXGREEN.NS,INOX GREEN ENERGY SER LTD,Utilities,2026-09-22,171.41000366210938,ACCUMULATION,0.71,low,,,0.062,0.0,0.508,-0.26,-0.2,,0.0,54.41587,80.6,3.93007,0.0,84.89999999999999
INOXINDIA.NS,INOX INDIA LIMITED,Industrials,2026-09-22,2133.699951171875,ACCUMULATION,0.71,medium,DISTRIBUTION,3/5,-0.227,0.0,-0.984,0.7,1.0,,0.0,76.4493,88.1,17.328276,0.1,-5.0
INOXWIND.NS,INOX WIND LIMITED,Industrials,2026-09-22,77.9000015258789,CONTRACTION,0.36,low,ACCUMULATION,3/5,-0.075,0.0,0.512,0.189,-1.0,,0.0,38.0,68.6,1.8258953,0.0,-58.4
INSECTICID.NS,INSECTICIDES (I) LTD,Basic Materials,2026-09-22,611.5999755859375,EXPANSION,0.53,low,CONTRACTION,3/5,-0.289,-1.0,0.487,-0.144,1.0,,0.0,14.223255,25.3,1.4582146,0.67,-24.5
INSPIRISYS.NS,INSPIRISYS SOLUTIONS LTD,Technology,2026-09-22,88.98999786376953,ACCUMULATION,0.71,low,DISTRIBUTION,1/5,-0.055,0.0,-0.031,-0.188,0.333,,0.0,9.548284,10.7,3.5180864,0.0,-33.7
INTELLECT.NS,INTELLECT DESIGN ARENA,Technology,2026-09-22,647.75,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.61,-1.0,-0.946,-0.193,-1.0,,0.0,26.055912,51.0,2.8347797,0.61,8.0
INTENTECH.NS,INTENSE TECHNOLOGIES LTD,Technology,2026-09-22,81.3499984741211,CONTRACTION,0.58,low,,,-0.605,-1.0,0.047,-0.664,0.0,,0.0,,,1.5170728,1.23,-30.4
INTERARCH.NS,INTERARCH BLDNG SOLTN LTD,Industrials,2026-09-22,1701.5999755859375,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.342,0.0,-0.462,-0.395,-1.0,,0.0,21.315294,42.2,3.2394645,0.73,-0.5
INTLCONV.NS,INTL CONVEYORS LIMITED,Industrials,2026-09-22,77.86000061035156,EXPANSION,0.36,low,CONTRACTION,3/5,-0.131,-1.0,-0.535,0.013,1.0,,0.0,3.664,1.6,1.1703167,0.66,130.1
INVENTURE.NS,INVENTURE GRO & SEC LTD,Financial Services,2026-09-22,0.8899999856948853,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.576,-1.0,-0.913,0.438,1.0,,0.0,29.666666,57.3,0.3377609,0.0,-13.100000000000001
IOB.NS,INDIAN OVERSEAS BANK,Financial Services,2026-09-22,31.920000076293945,ACCUMULATION,0.36,low,CONTRACTION,3/5,-0.188,-1.0,-0.954,0.203,1.0,,0.0,10.71141,13.9,1.5805111,0.0,45.6
IOC.NS,INDIAN OIL CORP LTD,Energy,2026-09-22,137.8000030517578,CONTRACTION,0.58,high,ACCUMULATION,3/5,-0.002,-1.0,0.875,-0.382,0.0,,0.0,5.638298,3.2,0.86437255,6.04,
IOLCP.NS,IOL CHEM AND PHARMA LTD,Healthcare,2026-09-22,200.38999938964844,EXPANSION,0.53,low,CONTRACTION,3/5,-0.217,-1.0,-0.758,0.89,1.0,,0.0,35.03322,65.0,3.2703922,0.49,89.8
IONEXCHANG.NS,ION EXCHANGE (INDIA) LTD,Industrials,2026-09-22,429.79998779296875,ACCUMULATION,0.53,low,,,-0.164,-1.0,0.502,0.843,0.2,,0.0,52.033894,79.1,3.8056953,0.29,-91.60000000000001
IPCALAB.NS,IPCA LABORATORIES LTD,Healthcare,2026-09-22,1992.4000244140625,EXPANSION,0.53,low,ACCUMULATION,3/5,-0.105,-1.0,-0.349,0.93,1.0,,0.0,38.604923,69.1,6.268504,0.3,72.3
IPL.NS,INDIA PESTICIDES LIMITED,Basic Materials,2026-09-22,133.47000122070312,ACCUMULATION,0.53,low,,,0.013,0.0,0.976,-0.42,-0.5,SHARK,0.0,14.274866,25.5,1.5222747,0.56,-34.9
IRB.NS,IRB INFRA DEV LTD.,Industrials,2026-09-22,17.979999542236328,ACCUMULATION,0.36,low,DISTRIBUTION,2/5,-0.127,1.0,-0.958,-0.551,0.0,GARTLEY,0.0,23.051283,45.5,1.0170834,1.1,51.300000000000004
IRCON.NS,IRCON INTERNATIONAL LTD,Industrials,2026-09-22,109.08999633789062,CONTRACTION,0.89,low,,,-0.768,-1.0,-0.5,-0.821,1.0,,0.0,16.604261,31.5,1.5433697,1.75,-43.6
IRCTC.NS,INDIAN RAIL TOUR CORP LTD,Consumer Cyclical,2026-09-22,469.6499938964844,CONTRACTION,0.71,medium,ACCUMULATION,3/5,-0.19,-1.0,0.875,-0.13,0.0,,0.0,26.96039,52.7,8.720315,1.91,-0.2
IREDA.NS,INDIAN RENEWABLE ENERGY,Financial Services,2026-09-22,110.25,CONTRACTION,0.71,high,ACCUMULATION,3/5,0.063,-1.0,0.875,0.037,0.0,,0.0,15.682788,29.3,2.2466989,1.35,37.1
IRFC.NS,INDIAN RAILWAY FIN CORP L,Financial Services,2026-09-22,80.0,CONTRACTION,0.89,high,ACCUMULATION,3/5,-0.203,-1.0,0.875,-0.907,1.0,,0.0,14.57195,26.0,1.840646,3.62,10.4
IRIS.NS,IRIS REGTECH SOLUTION LTD,Technology,2026-09-22,236.42999267578125,EXPANSION,0.78,medium,DISTRIBUTION,2/5,-0.037,0.0,-0.98,0.351,-1.0,,0.0,4.4200783,2.0,2.422637,0.0,
IRISDOREME.NS,IRIS CLOTHINGS LIMITED,Consumer Cyclical,2026-09-22,66.23999786376953,EXPANSION,0.53,low,CONTRACTION,3/5,-0.151,-1.0,-0.603,1.0,1.0,BAT,0.0,72.0,87.2,8.841431,0.0,52.6
IRMENERGY.NS,IRM ENERGY LIMITED,Utilities,2026-09-22,268.3500061035156,CONTRACTION,0.53,low,ACCUMULATION,3/5,-0.126,-1.0,-0.5,0.593,1.0,,0.0,15.075844,27.7,1.1037306,0.55,142.9
ISFT.NS,INTRASOFT TECH. LTD,Consumer Cyclical,2026-09-22,104.0199966430664,DISTRIBUTION,0.89,low,EXPANSION,3/5,0.803,1.0,0.672,1.0,0.0,,0.0,12.353919,17.5,0.6373579,0.0,10.9
ISGEC.NS,ISGEC HEAVY ENG LTD,Industrials,2026-09-22,840.75,ACCUMULATION,0.36,low,CONTRACTION,3/5,-0.196,0.0,0.078,0.14,1.0,,0.0,55.678806,81.5,2.2588542,0.7,-82.89999999999999
ISHANCH.NS,ISHAN DYES N CHEMICALS L,Basic Materials,2026-09-22,50.779998779296875,EXPANSION,0.39,low,,,0.001,1.0,0.504,-1.0,-1.0,,0.0,,,0.9345726,0.0,-49.0
ITC.NS,ITC LTD,Consumer Defensive,2026-09-22,265.79998779296875,CONTRACTION,0.36,low,ACCUMULATION,3/5,0.098,0.0,0.969,0.096,-1.0,,0.0,16.790903,32.1,4.5931325,5.99,-16.2
ITCHOTELS.NS,ITC HOTELS LIMITED,Consumer Cyclical,2026-09-22,158.60000610351562,ACCUMULATION,0.89,high,,,-0.157,-1.0,0.875,-0.502,0.0,,0.0,38.30918,69.0,2.833813,0.64,35.4
ITDC.NS,INDIA TOUR. DEV. CO. LTD.,Consumer Cyclical,2026-09-22,705.75,CONTRACTION,0.53,low,EXPANSION,3/5,0.422,1.0,0.436,0.843,1.0,,0.0,73.669106,87.5,14.318902,0.45,-3.6999999999999997
ITI.NS,ITI LTD,Technology,2026-09-22,253.25,CONTRACTION,0.78,low,,,-0.775,-1.0,-0.5,-0.711,1.0,,0.0,75.14837,87.7,12.787175,0.0,
IVALUE.NS,IVALUE INFOSOLUTIONS LTD,Technology,2026-09-22,225.47999572753906,CONTRACTION,0.53,low,ACCUMULATION,3/5,-0.257,-1.0,-0.5,-0.373,1.0,,0.0,11.89868,16.4,2.1691406,0.0,52.300000000000004
IVC.NS,IL&FS INVESTMENT MANAGERS,Financial Services,2026-09-22,7.78000020980835,EXPANSION,0.53,low,DISTRIBUTION,3/5,-0.083,0.0,-0.987,0.654,1.0,,0.0,51.866665,79.0,1.2919296,15.33,120.39999999999999
IVP.NS,IVP LIMITED,Basic Materials,2026-09-22,230.80999755859375,EXPANSION,0.89,low,,,0.548,0.0,0.191,1.0,0.0,,0.0,7.5650606,5.7,1.5172192,0.67,1078.2
IXIGO.NS,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,2026-09-22,163.27999877929688,ACCUMULATION,0.71,medium,,,0.166,0.0,0.891,-0.229,0.5,,0.0,83.73333,90.0,3.5417886,0.0,70.3
IZMO.NS,IZMO LIMITED,Technology,2026-09-22,931.5499877929688,EXPANSION,0.53,low,,,0.35,1.0,0.475,-0.077,0.0,,0.0,25.883577,50.5,3.408226,0.0,103.1
J&KBANK.NS,J & K BANK LTD.,Financial Services,2026-09-22,145.94000244140625,DISTRIBUTION,0.36,low,ACCUMULATION,2/5,0.115,-1.0,0.969,0.279,1.0,,0.0,6.979436,4.8,0.9739917,1.43,-11.5
JAGRAN.NS,JAGRAN PRAKASHAN LIMITED,Communication Services,2026-09-22,62.439998626708984,CONTRACTION,0.36,low,ACCUMULATION,1/5,0.129,0.0,0.528,-0.201,-1.0,,0.6,7.2101617,5.1,0.674451,11.19,-12.5
JAGSNPHARM.NS,JAGSONPAL PHARMACEUTICALS,Healthcare,2026-09-22,225.67999267578125,EXPANSION,0.53,low,CONTRACTION,3/5,-0.214,-1.0,-0.527,0.671,1.0,,0.0,33.63338,62.3,5.728064,1.1,22.2
JAIBALAJI.NS,JAI BALAJI INDUSTRIES LTD,Basic Materials,2026-09-22,64.33000183105469,EXPANSION,0.53,low,DISTRIBUTION,1/5,0.052,0.0,-0.53,0.738,1.0,,0.0,40.71519,71.3,2.647543,0.0,20.8
JAICORPLTD.NS,JAI CORP LIMITED,Basic Materials,2026-09-22,94.25,CONTRACTION,0.71,low,,,-0.421,-1.0,-0.34,-0.342,-1.0,,0.0,9.756729,11.6,1.1013473,0.53,-72.89999999999999
JAINREC.NS,JAIN RESOURCE RECYCLING L,Basic Materials,2026-09-22,291.25,ACCUMULATION,0.71,medium,,,-0.127,0.0,0.501,-1.0,-1.0,,0.0,27.321764,53.8,6.581921,0.0,19.7
JAIPURKURT.NS,NANDANI CREATION LIMITED,Consumer Cyclical,2026-09-22,24.790000915527344,CONTRACTION,0.89,low,,,-0.691,-1.0,-0.545,-0.562,0.091,,0.0,23.83654,47.3,0.7230146,0.0,-6.3
