ticker,company_name,sector,as_of_date,close,cycle_phase,cycle_confidence,transition_risk,pending_phase,dwell_progress,composite_score,zigzag_score,stc_score,trend_score,candlestick_score,harmonic_pattern,gann_score,pe_ratio,pe_percentile_vs_universe,pb_ratio,dividend_yield_percent,earnings_quarterly_growth_percent
20MICRONS.NS,20 MICRONS LTD,Basic Materials,2026-09-22,216.4499969482422,EXPANSION,0.53,low,DISTRIBUTION,3/5,-0.012,-1.0,-0.598,0.95,0.0,,0.0,11.279312,14.7,1.579293,0.57,5.5
21STCENMGM.NS,21ST CENTURY MGMT SERVICE,Financial Services,2026-09-22,39.619998931884766,EXPANSION,0.58,low,,,0.266,0.0,-0.5,0.93,-1.0,,0.0,,,1.258457,0.0,294.7
360ONE.NS,360 ONE WAM LIMITED,Financial Services,2026-09-22,1073.5,DISTRIBUTION,0.53,low,CONTRACTION,3/5,-0.228,0.0,-0.5,-0.313,1.0,,0.0,35.735683,65.9,4.426202,1.68,16.1
3IINFOLTD.NS,3I INFOTECH LIMITED,Technology,2026-09-22,26.030000686645508,DISTRIBUTION,0.53,low,EXPANSION,3/5,0.633,1.0,0.984,0.963,0.0,,0.0,14.5419,26.0,1.4601448,0.0,-15.2
3MINDIA.NS,3M INDIA LIMITED,Industrials,2026-09-22,34220.0,CONTRACTION,0.71,medium,ACCUMULATION,2/5,0.153,0.0,0.875,-0.262,0.0,,0.0,66.911736,86.0,21.801926,0.46,31.2
3PLAND.NS,3P LAND HOLDINGS LIMITED,Unknown,2026-09-22,30.739999771118164,ACCUMULATION,0.67,medium,DISTRIBUTION,2/5,-0.185,0.0,-0.989,0.433,1.0,,0.0,,,,0.0,
5PAISA.NS,5PAISA CAPITAL LIMITED,Financial Services,2026-09-22,315.29998779296875,DISTRIBUTION,0.53,low,CONTRACTION,3/5,-0.376,-1.0,-0.5,0.493,-0.143,,0.0,24.179447,48.4,1.5192764,0.0,0.2
63MOONS.NS,63 MOONS TECHNOLOGIES LTD,Technology,2026-09-22,841.75,EXPANSION,0.67,medium,DISTRIBUTION,1/5,0.043,0.0,-0.582,0.711,1.0,,0.0,,,1.0925632,0.22,
A2ZINFRA.NS,A2Z INFRA ENGINEERING LTD,Industrials,2026-09-22,14.729999542236328,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.565,-1.0,-0.556,0.298,0.0,,0.0,70.14286,86.8,5.256959,0.0,-94.8
AAATECH.NS,AAA TECHNOLOGIES LIMITED,Technology,2026-09-22,93.7300033569336,EXPANSION,0.71,low,ACCUMULATION,1/5,-0.139,0.0,0.325,-0.538,1.0,,0.0,55.46154,81.2,3.9161863,1.06,6.3
AADHARHFC.NS,AADHAR HOUSING FINANCE L,Financial Services,2026-09-22,457.8500061035156,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.594,-1.0,-0.976,-0.527,-1.0,,0.0,17.766783,34.8,2.6454003,0.0,19.0
AAKASH.NS,AAKASH EXPLORATION SER L,Energy,2026-09-22,8.960000038146973,EXPANSION,0.58,low,,,0.233,0.0,0.586,0.29,1.0,,0.0,,,1.3878562,0.0,-2.4
AAREYDRUGS.NS,AAREY DRUGS & PHARM LTD,Healthcare,2026-09-22,102.5199966430664,ACCUMULATION,0.53,low,EXPANSION,3/5,0.228,1.0,0.501,0.413,-1.0,,0.0,80.09375,89.0,1.9392792,0.0,-25.3
AARON.NS,AARON INDUSTRIES LIMITED,Industrials,2026-09-22,120.4800033569336,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.431,-1.0,-0.671,-0.054,0.0,,0.0,37.07077,67.3,5.1913133,0.41,141.9
AARTECH.NS,AARTECH SOLONICS LIMITED,Industrials,2026-09-22,51.58000183105469,EXPANSION,0.71,low,,,0.632,1.0,0.549,0.98,-0.2,,0.0,33.493507,62.2,5.285378,0.24,62.8
AARTIDRUGS.NS,AARTI DRUGS LTD.,Healthcare,2026-09-22,425.75,EXPANSION,0.71,low,CONTRACTION,1/5,-0.496,-1.0,-0.736,0.425,-0.429,,0.0,20.322195,39.9,2.5075388,0.46,-6.9
AARTIIND.NS,AARTI INDUSTRIES LTD,Basic Materials,2026-09-22,496.0,DISTRIBUTION,0.53,low,ACCUMULATION,3/5,-0.274,-1.0,-0.485,0.389,0.0,,0.0,33.87978,62.8,3.0107868,0.2,260.5
AARTIPHARM.NS,AARTI PHARMALABS LIMITED,Healthcare,2026-09-22,883.75,EXPANSION,0.53,low,,,0.069,0.0,-0.455,0.731,1.0,,0.0,39.173317,70.0,3.7722762,0.47,53.800000000000004
AARTISURF.NS,AARTI SURFACTANTS LIMITED,Basic Materials,2026-09-22,514.75,ACCUMULATION,0.53,low,EXPANSION,1/5,0.099,0.0,-0.5,0.896,0.0,,0.0,23.710272,46.9,1.7770652,0.19,205.79999999999998
AARVI.NS,AARVI ENCON LIMITED,Industrials,2026-09-22,138.17999267578125,EXPANSION,0.36,low,ACCUMULATION,3/5,-0.11,-1.0,-0.5,0.06,-1.0,,0.0,10.645609,13.5,1.4405304,1.47,42.3
AAVAS.NS,AAVAS FINANCIERS LIMITED,Financial Services,2026-09-22,1313.0999755859375,ACCUMULATION,0.71,low,EXPANSION,2/5,0.464,0.0,0.974,0.497,0.0,,0.0,15.233179,28.1,2.0588217,0.0,23.0
ABAN.NS,ABAN OFFSHORE LTD.,Energy,2026-09-22,14.130000114440918,CONTRACTION,0.44,low,,,-0.428,-1.0,-0.5,0.217,1.0,,0.0,,,-0.0029100494,0.0,
ABB.NS,ABB INDIA LIMITED,Industrials,2026-09-22,7120.5,DISTRIBUTION,0.53,low,CONTRACTION,3/5,-0.441,-1.0,-0.5,0.163,1.0,,0.0,95.07945,92.5,16.162714,0.54,3.0
ABBOTINDIA.NS,ABBOTT INDIA LIMITED,Healthcare,2026-09-22,27225.0,CONTRACTION,0.71,medium,ACCUMULATION,3/5,0.119,-1.0,0.984,0.563,1.0,,0.0,35.783287,66.0,12.117497,1.95,17.1
ABCAPITAL.NS,ADITYA BIRLA CAPITAL LTD.,Financial Services,2026-09-22,397.0,CONTRACTION,0.89,high,ACCUMULATION,3/5,-0.147,-1.0,0.875,-0.462,0.0,,0.0,25.679173,50.1,3.0211709,0.0,40.699999999999996
ABCOTS.NS,A B COTSPIN INDIA LIMITED,Consumer Cyclical,2026-09-22,205.25,ACCUMULATION,0.53,low,EXPANSION,2/5,0.377,1.0,0.945,-0.438,0.0,,0.0,32.22135,60.9,2.9436653,0.0,22.2
ABDL.NS,ALLIED BLEND N DISTILS L,Consumer Defensive,2026-09-22,647.9000244140625,DISTRIBUTION,0.53,low,ACCUMULATION,3/5,-0.044,0.0,0.694,-0.043,-1.0,,0.0,82.01266,89.5,10.899701,0.82,-13.0
ABFRL.NS,ADITYA BIRLA FASHION & RT,Consumer Cyclical,2026-09-22,49.220001220703125,ACCUMULATION,0.44,low,CONTRACTION,3/5,-0.331,-1.0,-0.273,0.279,0.0,,0.0,,,1.0258441,0.0,
ABINFRA.NS,A B INFRABUILD LIMITED,Industrials,2026-09-22,12.25,CONTRACTION,0.71,low,ACCUMULATION,3/5,-0.019,0.0,0.773,-0.458,0.0,,0.0,40.833332,71.4,4.8001566,0.05,4.3999999999999995
ABLBL.NS,ADITYA BIRLA LIFES BRAN L,Consumer Cyclical,2026-09-22,80.73999786376953,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.714,-1.0,-0.856,-1.0,-0.2,,0.0,55.682755,81.6,6.9783926,0.62,20.599999999999998
ABMINTLLTD.NS,ABM INTERNATIONAL LTD,Basic Materials,2026-09-22,48.02000045776367,DISTRIBUTION,0.67,medium,,,0.126,0.0,-0.501,0.88,1.0,,0.0,,,3.7083943,0.0,
ABREL.NS,ADITYA BIRLA REAL EST LTD,Real Estate,2026-09-22,1201.0999755859375,CONTRACTION,0.44,low,,,-0.325,-1.0,-0.5,0.525,0.0,,0.0,,,3.589917,0.2,
ABSLAMC.NS,ADIT BIRL SUN LIF AMC LTD,Financial Services,2026-09-22,1027.0,EXPANSION,0.71,low,CONTRACTION,3/5,-0.629,-1.0,-0.855,-0.452,0.0,,0.0,29.553957,56.9,7.3386497,2.47,11.700000000000001
ACC.NS,ACC LIMITED,Basic Materials,2026-09-22,1238.199951171875,CONTRACTION,0.53,low,ACCUMULATION,3/5,-0.146,-1.0,0.875,-0.252,0.0,,0.0,12.213454,16.9,1.1314458,0.6,-60.8
ACCELYA.NS,ACCELYA SOLN INDIA LTD,Technology,2026-09-22,1118.800048828125,DISTRIBUTION,0.53,low,EXPANSION,3/5,0.236,1.0,0.375,0.153,0.0,,0.0,17.508608,33.9,6.6765733,6.25,-10.299999999999999
ACCURACY.NS,ACCURACY SHIPPING LIMITED,Industrials,2026-09-22,4.369999885559082,CONTRACTION,0.71,low,EXPANSION,2/5,0.402,0.0,0.984,0.448,-1.0,,0.0,16.807692,32.4,0.51387584,0.0,17.8
ACE.NS,ACTION CONST EQUIP LTD,Industrials,2026-09-22,1241.9000244140625,CONTRACTION,0.71,medium,ACCUMULATION,3/5,0.235,-1.0,0.938,1.0,-0.667,,0.0,33.866924,62.7,7.3490424,0.16,22.3
ACEINTEG.NS,ACE INTEGRATED SOLU. LTD.,Industrials,2026-09-22,17.309999465942383,ACCUMULATION,0.44,low,,,0.084,0.0,0.509,-0.258,-0.273,,0.0,,,1.4693149,0.0,
ACI.NS,ARCHEAN CHEMICAL IND LTD,Basic Materials,2026-09-22,463.04998779296875,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.658,0.0,-0.988,-0.642,1.0,,0.0,58.762688,83.2,2.955311,0.54,-23.7
ACL.NS,ANDHRA CEMENTS LIMITED,Basic Materials,2026-09-22,42.91999816894531,CONTRACTION,0.67,high,ACCUMULATION,3/5,-0.205,-1.0,0.945,-0.56,0.333,,0.0,,,4.899543,0.0,
ACMESOLAR.NS,ACME SOLAR HOLDINGS LTD,Utilities,2026-09-22,458.6499938964844,EXPANSION,0.71,low,,,0.42,0.0,0.81,0.868,-1.0,,0.0,47.23481,76.6,5.488805,0.04,79.9
ACUTAAS.NS,ACUTAAS CHEMICALS LIMITED,Basic Materials,2026-09-22,3213.699951171875,DISTRIBUTION,0.53,low,EXPANSION,3/5,0.295,1.0,0.5,-0.319,0.0,,0.0,68.478584,86.4,15.915315,0.07,67.7
ADANIENSOL.NS,ADANI ENERGY SOLUTION LTD,Utilities,2026-09-22,1381.699951171875,CONTRACTION,0.89,high,ACCUMULATION,3/5,-0.056,-1.0,0.778,-0.003,1.0,,0.0,56.81332,82.1,6.5276136,0.0,124.2
ADANIENT.NS,ADANI ENTERPRISES LIMITED,Energy,2026-09-22,2997.0,CONTRACTION,0.58,medium,DISTRIBUTION,1/5,-0.234,0.0,-0.865,0.545,0.0,,0.0,52.19436,79.2,4.787303,0.04,
ADANIGREEN.NS,ADANI GREEN ENERGY LTD,Utilities,2026-09-22,1304.0,ACCUMULATION,0.71,low,EXPANSION,3/5,0.208,0.0,0.568,0.302,0.0,,0.0,125.023964,95.3,11.13483,0.0,18.5
ADANIPORTS.NS,ADANI PORT & SEZ LTD,Industrials,2026-09-22,1795.0,CONTRACTION,0.53,low,EXPANSION,3/5,0.282,1.0,0.511,-0.113,-1.0,,0.0,30.620949,58.3,4.309776,0.42,9.2
ADANIPOWER.NS,ADANI POWER LTD,Utilities,2026-09-22,206.9600067138672,ACCUMULATION,0.53,low,CONTRACTION,2/5,-0.336,0.0,-0.96,-0.382,1.0,,0.0,28.005415,54.7,6.1461706,0.0,42.0
ADFFOODS.NS,ADF FOODS LIMITED,Consumer Defensive,2026-09-22,263.1499938964844,EXPANSION,0.53,low,DISTRIBUTION,1/5,-0.143,0.0,-0.805,0.399,1.0,,0.0,31.439665,59.7,5.054939,0.45,13.4
ADL.NS,ARCHIDPLY DECOR LIMITED,Consumer Cyclical,2026-09-22,69.0,ACCUMULATION,0.67,low,DISTRIBUTION,2/5,-0.088,0.0,-0.532,0.268,0.333,SHARK,0.0,,,0.66850096,0.0,
ADOR.NS,ADOR WELDING LTD,Industrials,2026-09-22,1594.800048828125,EXPANSION,0.58,low,CONTRACTION,3/5,-0.35,-1.0,-0.609,0.883,1.0,,0.0,24.493935,48.8,5.0056815,1.46,
ADROITINFO.NS,ADROIT INFOTECH LIMITED,Technology,2026-09-22,12.170000076293945,DISTRIBUTION,0.53,low,EXPANSION,3/5,0.518,1.0,0.704,1.0,-1.0,,0.0,15.405063,28.7,0.8501572,0.0,-25.4
ADSL.NS,ALLIED DIGITAL SERV. LTD,Technology,2026-09-22,96.44000244140625,CONTRACTION,0.71,low,,,-0.527,-1.0,-0.5,0.057,1.0,,0.0,15.732464,29.4,0.890621,1.55,-20.8
ADVANCE.NS,ADVANCE AGROLIFE LIMITED,Basic Materials,2026-09-22,108.13999938964844,DISTRIBUTION,0.36,low,CONTRACTION,3/5,-0.118,0.0,-0.832,-0.141,-1.0,SHARK,0.0,14.228948,25.4,2.479422,0.0,152.2
ADVANIHOTR.NS,ADVANI HOT.& RES.(I) LTD,Consumer Cyclical,2026-09-22,47.779998779296875,CONTRACTION,0.89,low,,,-0.92,-1.0,-0.948,-0.773,1.0,,0.0,19.266129,37.3,0.8552455,5.64,-41.0
ADVENZYMES.NS,ADVANCED ENZYME TECH LTD,Basic Materials,2026-09-22,296.6000061035156,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.402,0.0,-0.461,-0.468,1.0,,0.0,20.05409,39.2,2.03421,0.87,-7.1
AEGISLOG.NS,AEGIS LOGISTICS LIMITED,Energy,2026-09-22,1424.5,DISTRIBUTION,0.71,low,EXPANSION,3/5,0.647,1.0,0.797,0.789,0.0,,0.0,39.935524,70.7,8.257588,0.9,268.9
AEGISVOPAK.NS,AEGIS VOPAK TERMINALS LTD,Energy,2026-09-22,301.3999938964844,EXPANSION,0.71,low,,,0.615,1.0,0.459,1.0,-0.5,,0.0,108.80866,93.6,7.783287,0.06,38.5
AEROENTER.NS,AEROFLEX ENTERPRISES LTD,Basic Materials,2026-09-22,123.5999984741211,EXPANSION,0.36,low,CONTRACTION,2/5,0.019,-1.0,-0.56,0.637,0.273,,0.0,9.28625,10.4,1.6943809,0.33,848.6
AEROFLEX.NS,AEROFLEX INDUSTRIES LTD,Industrials,2026-09-22,516.7000122070312,EXPANSION,0.53,low,DISTRIBUTION,3/5,-0.144,0.0,-0.984,0.409,1.0,,0.0,100.135666,93.2,15.286983,0.08,162.20000000000002
AERONEU.NS,AEROFLEX NEU LIMITED,Consumer Cyclical,2026-09-22,66.05999755859375,CONTRACTION,0.89,low,,,-0.67,-1.0,-0.5,-0.181,0.0,,0.0,235.92856,97.3,1.6397755,0.0,-91.4
AETHER.NS,AETHER INDUSTRIES LIMITED,Basic Materials,2026-09-22,1643.5,DISTRIBUTION,0.53,low,EXPANSION,1/5,0.058,0.0,-0.5,0.731,0.0,,0.0,92.80068,92.0,8.879032,0.0,33.5
AFCONS.NS,AFCONS INFRASTRUCTURE LTD,Industrials,2026-09-22,260.3500061035156,CONTRACTION,0.89,low,,,-0.737,-1.0,-0.554,-0.393,1.0,,0.0,66.75641,86.0,1.7569966,0.78,-77.7
AFFLE.NS,AFFLE 3I LIMITED,Communication Services,2026-09-22,1592.300048828125,DISTRIBUTION,0.71,low,EXPANSION,3/5,0.227,0.0,0.582,0.326,-0.2,,0.0,47.165287,76.4,6.1229124,0.0,21.7
AFFORDABLE.NS,AFFORD ROBO & AUTO LTD,Industrials,2026-09-22,170.77000427246094,CONTRACTION,0.58,low,EXPANSION,1/5,0.405,0.0,0.974,0.942,1.0,,0.0,31.449358,59.8,1.7421422,0.0,
AFIL.NS,AKME FINTRADE (INDIA) LTD,Financial Services,2026-09-22,8.319999694824219,DISTRIBUTION,0.36,low,CONTRACTION,2/5,-0.102,-1.0,-0.501,0.094,-1.0,,0.0,8.237623,6.9,0.837612,0.0,20.4
AFSL.NS,ABANS FINANCIAL SRVCS LTD,Financial Services,2026-09-22,201.0,EXPANSION,0.71,low,DISTRIBUTION,3/5,0.261,0.0,-0.653,0.695,-0.75,,0.0,7.5791855,5.8,0.8146062,0.0,106.89999999999999
AGARIND.NS,AGARWAL INDS CORP LTD.,Basic Materials,2026-09-22,405.79998779296875,CONTRACTION,0.71,low,,,-0.28,0.0,-0.5,-0.05,0.0,,0.0,14.831871,26.8,0.88081247,0.81,-20.599999999999998
AGARWALEYE.NS,DR AGARWALS HEALTH CARE L,Healthcare,2026-09-22,493.04998779296875,EXPANSION,0.53,low,CONTRACTION,3/5,-0.364,-1.0,-0.99,0.535,-0.143,,0.0,105.804726,93.5,7.71198,0.0,50.5
AGI.NS,AGI GREENPAC LIMITED,Consumer Cyclical,2026-09-22,845.7000122070312,EXPANSION,0.53,low,ACCUMULATION,1/5,0.004,-1.0,-0.179,1.0,0.0,,0.0,15.112581,27.8,2.2732954,0.85,11.799999999999999
AGIIL.NS,AGI INFRA LIMITED,Real Estate,2026-09-22,269.29998779296875,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.641,-1.0,-0.582,-0.983,1.0,,0.0,32.367786,61.1,7.260521,0.07,37.5
AGRITECH.NS,AGRI-TECH (INDIA) LIMITED,Consumer Defensive,2026-09-22,97.37999725341797,CONTRACTION,0.67,high,ACCUMULATION,3/5,-0.287,-1.0,0.903,-0.765,0.0,,0.0,,,,0.0,
AGROPHOS.NS,AGRO PHOS INDIA LIMITED,Basic Materials,2026-09-22,23.969999313354492,ACCUMULATION,0.39,medium,,,0.057,0.0,0.596,-0.896,1.0,,0.0,5.9331684,3.5,0.6960334,4.19,
AGSTRA.NS,AGS TRANSACT TECH LTD,Technology,2026-09-22,2.0999999046325684,ACCUMULATION,0.67,low,EXPANSION,3/5,0.577,1.0,0.51,0.221,1.0,,0.0,,,0.047670934,0.0,
AHCL.NS,ANLON HEALTHCARE LIMITED,Healthcare,2026-09-22,28.860000610351562,EXPANSION,0.71,low,,,0.625,1.0,0.5,1.0,-0.2,,0.0,41.826088,71.9,5.6477494,0.0,87.8
AHLADA.NS,AHLADA ENGINEERS LIMITED,Industrials,2026-09-22,37.279998779296875,CONTRACTION,0.53,low,EXPANSION,2/5,0.136,0.0,0.893,0.65,1.0,,0.0,266.2857,97.8,0.351466,4.33,-69.69999999999999
AHLEAST.NS,ASIAN HOTELS (EAST) LTD,Consumer Cyclical,2026-09-22,135.1300048828125,CONTRACTION,0.58,high,ACCUMULATION,3/5,-0.147,-1.0,0.836,-0.849,-0.333,,0.0,3.363116,1.3,1.2751722,0.72,
AHLUCONT.NS,AHLUWALIA CONT IND LTD,Industrials,2026-09-22,582.4000244140625,CONTRACTION,0.71,medium,ACCUMULATION,3/5,-0.438,-1.0,0.875,-0.814,0.0,,0.0,17.338493,33.4,1.8955249,0.12,-79.7
AHLWEST.NS,ASIAN HOTELS (WEST) LTD,Consumer Cyclical,2026-09-22,545.0,EXPANSION,0.89,low,,,0.581,0.0,0.969,0.353,-1.0,,0.0,8.921264,9.7,-47.263897,0.0,76.8
AIAENG.NS,AIA ENGINEERING LIMITED,Industrials,2026-09-22,3923.39990234375,CONTRACTION,0.89,low,,,-0.602,-1.0,-0.5,-0.376,-0.143,,0.0,28.871881,56.2,4.5613875,0.41,-1.3
AIIL.NS,AUTHUM INVEST & INFRA LTD,Financial Services,2026-09-22,546.9000244140625,CONTRACTION,0.53,low,ACCUMULATION,2/5,0.145,0.0,0.588,0.047,-1.0,,0.0,28.588606,55.7,3.1534884,0.04,17.8
AIRAN.NS,AIRAN LIMITED,Technology,2026-09-22,17.020000457763672,ACCUMULATION,0.89,low,EXPANSION,3/5,0.62,1.0,0.034,0.88,1.0,,0.0,13.725807,22.9,1.586207,0.0,113.6
AIROLAM.NS,AIRO LAM LIMITED,Consumer Cyclical,2026-09-22,87.69000244140625,CONTRACTION,0.53,low,EXPANSION,3/5,0.295,1.0,0.978,0.201,0.0,,0.0,25.054287,49.6,1.6742083,0.0,-91.7
AJANTPHARM.NS,AJANTA PHARMA LIMITED,Healthcare,2026-09-22,3519.300048828125,DISTRIBUTION,0.53,low,EXPANSION,3/5,0.29,1.0,-0.5,0.66,0.0,,0.0,38.8101,69.5,9.712325,1.81,30.9
AJAXENGG.NS,AJAX ENGINEERING LIMITED,Industrials,2026-09-22,564.5999755859375,ACCUMULATION,0.53,low,DISTRIBUTION,3/5,-0.201,0.0,-0.918,0.484,0.0,,0.0,28.515152,55.5,4.639925,0.0,5.2
AJMERA.NS,AJMERA REALTY & INF I LTD,Real Estate,2026-09-22,119.87000274658203,ACCUMULATION,0.53,low,CONTRACTION,3/5,-0.282,-1.0,-0.362,0.037,1.0,,0.0,15.250636,28.2,1.6840168,0.85,12.5
AJOONI.NS,AJOONI BIOTECH LIMITED,Consumer Defensive,2026-09-22,3.1600000858306885,CONTRACTION,0.53,low,,,-0.448,-1.0,-0.529,0.013,0.0,,0.0,12.64,18.8,0.6564188,0.0,-44.7
AKASH.NS,AKASH INFRA-PROJECTS LTD,Industrials,2026-09-22,24.989999771118164,EXPANSION,0.36,low,CONTRACTION,3/5,-0.18,0.0,-0.811,0.091,1.0,,0.0,64.07693,85.6,0.49885216,0.0,21.0
AKG.NS,AKG EXIM LIMITED,Industrials,2026-09-22,10.199999809265137,ACCUMULATION,0.53,low,EXPANSION,2/5,0.229,1.0,0.5,-0.431,0.25,,0.0,92.72727,91.9,0.66066456,0.0,13.900000000000002
AKI.NS,AKI INDIA LIMITED,Consumer Cyclical,2026-09-22,6.420000076293945,ACCUMULATION,0.53,low,DISTRIBUTION,3/5,0.291,1.0,-0.552,0.716,1.0,,0.0,24.692308,48.9,0.832361,0.0,266.29999999999995
AKSHAR.NS,AKSHAR SPINTEX LIMITED,Consumer Cyclical,2026-09-22,0.4099999964237213,ACCUMULATION,0.44,low,CONTRACTION,3/5,-0.509,-1.0,-0.653,0.127,0.333,,0.0,,,0.39499035,0.0,
AKSHARCHEM.NS,AKSHARCHEM INDIA LIMITED,Basic Materials,2026-09-22,395.8999938964844,EXPANSION,0.53,low,CONTRACTION,3/5,-0.254,-1.0,-0.977,0.963,0.0,,0.0,22.635792,44.7,1.2158082,0.12,2039.6000000000001
AKSHOPTFBR.NS,AKSH OPTIFIBRE  LTD,Technology,2026-09-22,7.130000114440918,DISTRIBUTION,0.67,high,,,-0.006,0.0,-0.925,0.906,0.0,,0.0,,,-8.857142,0.0,
AKUMS.NS,AKUMS DRUGS AND PHARMA L,Healthcare,2026-09-22,807.9000244140625,DISTRIBUTION,0.71,low,EXPANSION,3/5,0.417,0.0,0.723,0.946,1.0,,0.0,42.3872,72.7,3.7331228,0.12,57.599999999999994
ALANKIT.NS,ALANKIT LIMITED,Technology,2026-09-22,7.940000057220459,CONTRACTION,0.71,low,DISTRIBUTION,2/5,0.232,0.0,-0.52,0.977,1.0,,0.0,11.342857,15.0,0.66936433,0.0,0.8999999999999999
ALBERTDAVD.NS,ALBERT DAVID LIMITED,Healthcare,2026-09-22,848.9000244140625,DISTRIBUTION,0.53,low,,,0.11,0.0,-0.504,0.943,1.0,,0.0,21.4857,42.4,1.2373842,0.59,303.1
ALEMBICLTD.NS,ALEMBIC LIMITED,Real Estate,2026-09-22,104.79000091552734,EXPANSION,0.71,high,DISTRIBUTION,3/5,0.407,1.0,-0.984,0.98,0.0,,0.0,8.389913,7.3,1.100504,2.32,5.3
ALICON.NS,ALICON CASTALLOY LIMITED,Industrials,2026-09-22,744.5,ACCUMULATION,0.71,low,EXPANSION,3/5,0.484,1.0,0.426,0.508,0.333,,0.0,33.281178,62.1,1.9358227,0.81,22.900000000000002
ALIVUS.NS,ALIVUS LIFE SCIENCES LTD,Healthcare,2026-09-22,1374.199951171875,EXPANSION,0.53,low,,,0.104,0.0,-0.474,0.89,0.0,,0.0,27.999184,54.5,5.070512,0.36,31.7
ALKALI.NS,ALKALI METALS LTD,Basic Materials,2026-09-22,103.19999694824219,ACCUMULATION,0.58,low,EXPANSION,3/5,0.523,1.0,0.501,0.829,0.0,,0.0,98.28571,92.7,2.3534238,1.01,
ALKEM.NS,ALKEM LABORATORIES LTD.,Healthcare,2026-09-22,5331.5,CONTRACTION,0.71,medium,ACCUMULATION,3/5,-0.391,-1.0,0.938,-0.5,0.0,,0.0,29.581646,57.1,4.612563,0.37,-21.7
ALKYLAMINE.NS,ALKYL AMINES CHEM. LTD,Basic Materials,2026-09-22,1863.800048828125,CONTRACTION,0.53,low,,,-0.201,-1.0,-0.502,0.697,1.0,,0.0,42.45558,72.8,6.2165213,0.54,91.4
ALLCARGO.NS,ALLCARGO LOGISTICS LTD,Industrials,2026-09-22,10.930000305175781,ACCUMULATION,0.58,low,CONTRACTION,3/5,-0.341,-1.0,-0.619,0.927,0.0,,0.0,54.65,80.7,2.9295096,0.0,
ALLDIGI.NS,ALLDIGI TECH LIMITED,Industrials,2026-09-22,784.5999755859375,CONTRACTION,0.71,low,DISTRIBUTION,2/5,0.079,0.0,-0.566,0.35,-1.0,,0.0,13.98574,24.0,4.7637258,7.62,21.7
ALLTIME.NS,ALL TIME PLASTICS LIMITED,Consumer Defensive,2026-09-22,203.72999572753906,ACCUMULATION,0.71,medium,,,-0.559,-1.0,0.452,-0.974,-1.0,,0.0,35.9947,66.1,2.1701107,0.0,-8.5
ALMONDZ.NS,ALMONDZ GLOBAL SEC LTD,Financial Services,2026-09-22,18.649999618530273,ACCUMULATION,0.53,low,DISTRIBUTION,3/5,-0.001,-1.0,-0.984,0.98,1.0,,0.0,9.764398,11.7,1.2373939,0.0,81.6
ALOKINDS.NS,ALOK INDUSTRIES LIMITED,Consumer Cyclical,2026-09-22,7.340000152587891,CONTRACTION,0.67,high,ACCUMULATION,1/5,-0.484,-1.0,0.5,-0.953,0.2,,0.0,,,-0.16929217,0.0,
ALPA.NS,ALPA LABORATORIES LTD,Healthcare,2026-09-22,61.36000061035156,ACCUMULATION,0.71,low,CONTRACTION,1/5,-0.58,-1.0,-0.934,0.614,-1.0,,0.0,30.226603,58.0,0.69306713,0.0,-91.7
ALPHAGEO.NS,ALPHAGEO (INDIA) LIMITED,Energy,2026-09-22,296.1000061035156,DISTRIBUTION,0.58,low,,,0.259,0.0,-0.502,0.907,-0.2,,0.0,,,0.74364847,1.69,1659.1000000000001
AMANTA.NS,AMANTA HEALTHCARE LIMITED,Healthcare,2026-09-22,185.5,EXPANSION,0.71,high,DISTRIBUTION,3/5,0.093,1.0,-0.986,1.0,0.143,,0.0,49.074074,77.8,2.8941865,0.0,-5.6000000000000005
AMBER.NS,AMBER ENTERPRISES (I) LTD,Consumer Cyclical,2026-09-22,7000.0,EXPANSION,0.71,low,CONTRACTION,3/5,-0.498,0.0,-0.551,-0.439,1.0,,0.0,266.56512,97.9,5.6348186,0.0,-78.60000000000001
AMBICAAGAR.NS,AMBICA AGAR & AROMAINDLTD,Consumer Defensive,2026-09-22,24.829999923706055,EXPANSION,0.71,low,DISTRIBUTION,2/5,-0.225,-1.0,-0.984,0.9,0.6,,0.0,12.477386,17.9,0.5762491,0.0,-2.6
AMBIKCO.NS,AMBIKA COTTON MILL LTD.,Consumer Cyclical,2026-09-22,1577.699951171875,DISTRIBUTION,0.53,medium,ACCUMULATION,2/5,0.226,-1.0,0.5,0.408,0.0,BUTTERFLY,0.0,11.102744,14.4,0.94647783,2.28,61.4
AMBUJACEM.NS,AMBUJA CEMENTS LTD,Basic Materials,2026-09-22,386.8999938964844,CONTRACTION,0.71,low,ACCUMULATION,3/5,-0.48,-1.0,0.5,-0.419,-0.429,,0.0,21.662933,42.8,1.6114454,0.51,-26.8
AMDIND.NS,AMD INDUSTRIES LIMITED,Consumer Cyclical,2026-09-22,59.84000015258789,EXPANSION,0.53,low,DISTRIBUTION,1/5,0.061,0.0,-0.723,0.967,-1.0,,0.0,34.994152,64.9,0.7478131,0.0,503.09999999999997
